state,date,electricity_sales,average_temp,monthly_mean_from_1901_to_2000,month,month_sin,month_cos
Delaware,2011-04-01,846,50.6,47.4,4,0.8660254037844387,-0.4999999999999997
Florida,2011-04-01,17020,69.8,66.7,4,0.8660254037844387,-0.4999999999999997
Georgia,2011-04-01,9672,61.8,59.2,4,0.8660254037844387,-0.4999999999999997
Maryland,2011-04-01,4519,50.2,47.3,4,0.8660254037844387,-0.4999999999999997
North Carolina,2011-04-01,9245,56.0,53.6,4,0.8660254037844387,-0.4999999999999997
South Carolina,2011-04-01,5807,60.4,57.9,4,0.8660254037844387,-0.4999999999999997
Virginia,2011-04-01,7907,52.1,49.3,4,0.8660254037844387,-0.4999999999999997
West Virginia,2011-04-01,2322,48.8,46.0,4,0.8660254037844387,-0.4999999999999997
Alabama,2011-04-01,6396,61.8,59.0,4,0.8660254037844387,-0.4999999999999997
Kentucky,2011-04-01,6765,53.4,50.3,4,0.8660254037844387,-0.4999999999999997
Mississippi,2011-04-01,3504,62.4,59.6,4,0.8660254037844387,-0.4999999999999997
Tennessee,2011-04-01,7279,55.8,53.0,4,0.8660254037844387,-0.4999999999999997
Arkansas,2011-04-01,3416,58.0,55.9,4,0.8660254037844387,-0.4999999999999997
Louisiana,2011-04-01,6236,66.2,62.7,4,0.8660254037844387,-0.4999999999999997
Oklahoma,2011-04-01,3997,57.2,54.3,4,0.8660254037844387,-0.4999999999999997
Texas,2011-04-01,26963,66.0,60.5,4,0.8660254037844387,-0.4999999999999997
Arizona,2011-04-01,5227,56.1,53.1,4,0.8660254037844387,-0.4999999999999997
Colorado,2011-04-01,4004,40.4,38.1,4,0.8660254037844387,-0.4999999999999997
Idaho,2011-04-01,1664,34.9,36.8,4,0.8660254037844387,-0.4999999999999997
Montana,2011-04-01,1113,33.2,35.1,4,0.8660254037844387,-0.4999999999999997
Nevada,2011-04-01,2379,42.5,43.1,4,0.8660254037844387,-0.4999999999999997
New Mexico,2011-04-01,1699,52.4,47.4,4,0.8660254037844387,-0.4999999999999997
Utah,2011-04-01,2188,41.4,41.3,4,0.8660254037844387,-0.4999999999999997
Wyoming,2011-04-01,1355,34.6,34.0,4,0.8660254037844387,-0.4999999999999997
California,2011-04-01,19410,51.0,51.3,4,0.8660254037844387,-0.4999999999999997
Oregon,2011-04-01,3807,38.7,41.1,4,0.8660254037844387,-0.4999999999999997
Washington,2011-04-01,7849,39.3,41.8,4,0.8660254037844387,-0.4999999999999997
Connecticut,2011-05-01,2301,54.3,51.4,5,0.4999999999999999,-0.8660254037844386
Maine,2011-05-01,897,45.4,44.4,5,0.4999999999999999,-0.8660254037844386
Massachusetts,2011-05-01,4075,53.1,50.2,5,0.4999999999999999,-0.8660254037844386
New Hampshire,2011-05-01,780,49.1,46.7,5,0.4999999999999999,-0.8660254037844386
Rhode Island,2011-05-01,570,54.0,50.9,5,0.4999999999999999,-0.8660254037844386
Vermont,2011-05-01,428,49.0,46.1,5,0.4999999999999999,-0.8660254037844386
New Jersey,2011-05-01,5992,58.8,54.6,5,0.4999999999999999,-0.8660254037844386
New York,2011-05-01,10689,51.5,48.6,5,0.4999999999999999,-0.8660254037844386
Pennsylvania,2011-05-01,11161,55.4,52.3,5,0.4999999999999999,-0.8660254037844386
Illinois,2011-05-01,10662,57.6,56.8,5,0.4999999999999999,-0.8660254037844386
Indiana,2011-05-01,8272,57.6,56.0,5,0.4999999999999999,-0.8660254037844386
Michigan,2011-05-01,8181,48.5,47.7,5,0.4999999999999999,-0.8660254037844386
Ohio,2011-05-01,12140,56.9,54.6,5,0.4999999999999999,-0.8660254037844386
Wisconsin,2011-05-01,5363,47.8,48.6,5,0.4999999999999999,-0.8660254037844386
Iowa,2011-05-01,3541,53.4,54.0,5,0.4999999999999999,-0.8660254037844386
Kansas,2011-05-01,3071,58.9,58.4,5,0.4999999999999999,-0.8660254037844386
Minnesota,2011-05-01,5263,47.6,47.8,5,0.4999999999999999,-0.8660254037844386
Missouri,2011-05-01,6133,59.8,59.4,5,0.4999999999999999,-0.8660254037844386
Nebraska,2011-05-01,2184,51.8,53.1,5,0.4999999999999999,-0.8660254037844386
North Dakota,2011-05-01,1002,45.0,47.5,5,0.4999999999999999,-0.8660254037844386
South Dakota,2011-05-01,865,48.0,50.3,5,0.4999999999999999,-0.8660254037844386
Delaware,2011-05-01,791,61.8,57.1,5,0.4999999999999999,-0.8660254037844386
Florida,2011-05-01,18564,74.6,72.2,5,0.4999999999999999,-0.8660254037844386
Georgia,2011-05-01,10773,68.6,67.0,5,0.4999999999999999,-0.8660254037844386
Maryland,2011-05-01,4787,61.2,57.2,5,0.4999999999999999,-0.8660254037844386
North Carolina,2011-05-01,10082,64.5,62.1,5,0.4999999999999999,-0.8660254037844386
South Carolina,2011-05-01,6437,68.2,66.2,5,0.4999999999999999,-0.8660254037844386
Virginia,2011-05-01,8497,61.5,58.6,5,0.4999999999999999,-0.8660254037844386
West Virginia,2011-05-01,2312,58.5,55.7,5,0.4999999999999999,-0.8660254037844386
Alabama,2011-05-01,6832,67.8,66.7,5,0.4999999999999999,-0.8660254037844386
Kentucky,2011-05-01,6524,61.5,59.8,5,0.4999999999999999,-0.8660254037844386
Mississippi,2011-05-01,3700,68.8,67.4,5,0.4999999999999999,-0.8660254037844386
Tennessee,2011-05-01,7151,63.4,61.9,5,0.4999999999999999,-0.8660254037844386
Arkansas,2011-05-01,3467,65.4,64.6,5,0.4999999999999999,-0.8660254037844386
Louisiana,2011-05-01,6648,72.0,69.8,5,0.4999999999999999,-0.8660254037844386
Oklahoma,2011-05-01,4587,64.9,63.7,5,0.4999999999999999,-0.8660254037844386
Texas,2011-05-01,29174,72.2,68.6,5,0.4999999999999999,-0.8660254037844386
Arizona,2011-05-01,5770,61.0,60.8,5,0.4999999999999999,-0.8660254037844386
Colorado,2011-05-01,4080,46.2,47.2,5,0.4999999999999999,-0.8660254037844386
Idaho,2011-05-01,1676,41.1,45.1,5,0.4999999999999999,-0.8660254037844386
Montana,2011-05-01,1052,42.4,45.5,5,0.4999999999999999,-0.8660254037844386
Nevada,2011-05-01,2608,47.6,50.8,5,0.4999999999999999,-0.8660254037844386
New Mexico,2011-05-01,1819,57.6,55.8,5,0.4999999999999999,-0.8660254037844386
Utah,2011-05-01,2192,47.2,50.1,5,0.4999999999999999,-0.8660254037844386
Wyoming,2011-05-01,1433,40.6,43.6,5,0.4999999999999999,-0.8660254037844386
California,2011-05-01,20191,55.5,57.4,5,0.4999999999999999,-0.8660254037844386
Oregon,2011-05-01,3640,43.0,47.2,5,0.4999999999999999,-0.8660254037844386
Washington,2011-05-01,7343,44.4,48.5,5,0.4999999999999999,-0.8660254037844386
Connecticut,2011-06-01,2503,63.3,61.1,6,1.2246467991473532e-16,-1.0
Maine,2011-06-01,992,56.0,55.1,6,1.2246467991473532e-16,-1.0
Massachusetts,2011-06-01,4603,61.8,60.0,6,1.2246467991473532e-16,-1.0
New Hampshire,2011-06-01,888,58.9,57.0,6,1.2246467991473532e-16,-1.0
Rhode Island,2011-06-01,663,62.6,60.4,6,1.2246467991473532e-16,-1.0
Vermont,2011-06-01,444,59.1,56.6,6,1.2246467991473532e-16,-1.0
New Jersey,2011-06-01,6765,67.8,64.2,6,1.2246467991473532e-16,-1.0
New York,2011-06-01,12129,61.6,59.0,6,1.2246467991473532e-16,-1.0
Pennsylvania,2011-06-01,12368,64.5,61.8,6,1.2246467991473532e-16,-1.0
Illinois,2011-06-01,12155,67.5,66.8,6,1.2246467991473532e-16,-1.0
Indiana,2011-06-01,8935,67.1,65.9,6,1.2246467991473532e-16,-1.0
Michigan,2011-06-01,8950,59.6,58.4,6,1.2246467991473532e-16,-1.0
Ohio,2011-06-01,12992,66.0,64.4,6,1.2246467991473532e-16,-1.0
Wisconsin,2011-06-01,5605,59.2,59.4,6,1.2246467991473532e-16,-1.0
Iowa,2011-06-01,3814,64.4,64.5,6,1.2246467991473532e-16,-1.0
Kansas,2011-06-01,3858,69.7,68.4,6,1.2246467991473532e-16,-1.0
Minnesota,2011-06-01,5586,58.5,59.0,6,1.2246467991473532e-16,-1.0
Missouri,2011-06-01,7428,69.3,68.6,6,1.2246467991473532e-16,-1.0
Nebraska,2011-06-01,2399,62.1,63.3,6,1.2246467991473532e-16,-1.0
North Dakota,2011-06-01,964,56.6,58.3,6,1.2246467991473532e-16,-1.0
South Dakota,2011-06-01,877,58.8,60.8,6,1.2246467991473532e-16,-1.0
Delaware,2011-06-01,979,70.4,66.5,6,1.2246467991473532e-16,-1.0
Florida,2011-06-01,21422,79.1,77.2,6,1.2246467991473532e-16,-1.0
Georgia,2011-06-01,12895,76.2,74.2,6,1.2246467991473532e-16,-1.0
Maryland,2011-06-01,5693,69.9,66.5,6,1.2246467991473532e-16,-1.0
North Carolina,2011-06-01,12108,72.3,70.0,6,1.2246467991473532e-16,-1.0
South Carolina,2011-06-01,7477,76.0,73.6,6,1.2246467991473532e-16,-1.0
Virginia,2011-06-01,9870,69.1,67.0,6,1.2246467991473532e-16,-1.0
West Virginia,2011-06-01,2460,65.8,64.3,6,1.2246467991473532e-16,-1.0
Alabama,2011-06-01,8349,75.6,74.1,6,1.2246467991473532e-16,-1.0
Kentucky,2011-06-01,7206,69.2,68.5,6,1.2246467991473532e-16,-1.0
Mississippi,2011-06-01,4505,76.4,74.8,6,1.2246467991473532e-16,-1.0
Tennessee,2011-06-01,8664,71.1,70.0,6,1.2246467991473532e-16,-1.0
Arkansas,2011-06-01,4300,74.5,72.6,6,1.2246467991473532e-16,-1.0
Louisiana,2011-06-01,7861,78.8,76.6,6,1.2246467991473532e-16,-1.0
Oklahoma,2011-06-01,6024,75.6,72.5,6,1.2246467991473532e-16,-1.0
Texas,2011-06-01,35730,79.6,76.0,6,1.2246467991473532e-16,-1.0
Arizona,2011-06-01,7058,69.4,69.7,6,1.2246467991473532e-16,-1.0
Colorado,2011-06-01,4423,56.1,56.5,6,1.2246467991473532e-16,-1.0
Idaho,2011-06-01,1887,49.9,53.0,6,1.2246467991473532e-16,-1.0
Montana,2011-06-01,1023,51.7,54.3,6,1.2246467991473532e-16,-1.0
Nevada,2011-06-01,3067,56.6,59.4,6,1.2246467991473532e-16,-1.0
New Mexico,2011-06-01,2037,66.4,64.7,6,1.2246467991473532e-16,-1.0
Utah,2011-06-01,2347,57.0,59.3,6,1.2246467991473532e-16,-1.0
Wyoming,2011-06-01,1382,50.3,53.0,6,1.2246467991473532e-16,-1.0
California,2011-06-01,21789,62.2,64.4,6,1.2246467991473532e-16,-1.0
Oregon,2011-06-01,3547,50.7,53.8,6,1.2246467991473532e-16,-1.0
Washington,2011-06-01,7335,52.0,54.7,6,1.2246467991473532e-16,-1.0
Connecticut,2011-07-01,2893,70.5,68.0,7,-0.4999999999999997,-0.8660254037844387
Maine,2011-07-01,1031,63.9,62.6,7,-0.4999999999999997,-0.8660254037844387
Massachusetts,2011-07-01,5397,69.0,67.0,7,-0.4999999999999997,-0.8660254037844387
New Hampshire,2011-07-01,985,65.6,64.0,7,-0.4999999999999997,-0.8660254037844387
Rhode Island,2011-07-01,833,70.0,67.5,7,-0.4999999999999997,-0.8660254037844387
Vermont,2011-07-01,497,65.2,63.4,7,-0.4999999999999997,-0.8660254037844387
New Jersey,2011-07-01,8571,75.2,71.1,7,-0.4999999999999997,-0.8660254037844387
New York,2011-07-01,14203,68.2,65.8,7,-0.4999999999999997,-0.8660254037844387
Pennsylvania,2011-07-01,13685,71.2,68.2,7,-0.4999999999999997,-0.8660254037844387
Illinois,2011-07-01,14759,76.4,73.5,7,-0.4999999999999997,-0.8660254037844387
Indiana,2011-07-01,10504,75.5,72.5,7,-0.4999999999999997,-0.8660254037844387
Michigan,2011-07-01,10846,68.4,65.6,7,-0.4999999999999997,-0.8660254037844387
Ohio,2011-07-01,15554,73.9,71.0,7,-0.4999999999999997,-0.8660254037844387
Wisconsin,2011-07-01,6739,68.8,66.6,7,-0.4999999999999997,-0.8660254037844387
Iowa,2011-07-01,4480,73.8,71.5,7,-0.4999999999999997,-0.8660254037844387
Kansas,2011-07-01,4558,80.9,76.2,7,-0.4999999999999997,-0.8660254037844387
Minnesota,2011-07-01,6563,68.0,66.2,7,-0.4999999999999997,-0.8660254037844387
Missouri,2011-07-01,9015,79.2,75.3,7,-0.4999999999999997,-0.8660254037844387
Nebraska,2011-07-01,2999,72.9,71.4,7,-0.4999999999999997,-0.8660254037844387
North Dakota,2011-07-01,1080,66.8,66.0,7,-0.4999999999999997,-0.8660254037844387
South Dakota,2011-07-01,1007,70.3,69.2,7,-0.4999999999999997,-0.8660254037844387
Delaware,2011-07-01,1120,77.4,73.1,7,-0.4999999999999997,-0.8660254037844387
Florida,2011-07-01,22145,82.4,80.3,7,-0.4999999999999997,-0.8660254037844387
Georgia,2011-07-01,14121,81.5,78.6,7,-0.4999999999999997,-0.8660254037844387
Maryland,2011-07-01,6660,76.8,72.9,7,-0.4999999999999997,-0.8660254037844387
North Carolina,2011-07-01,13320,78.5,75.2,7,-0.4999999999999997,-0.8660254037844387
South Carolina,2011-07-01,8158,81.8,78.4,7,-0.4999999999999997,-0.8660254037844387
Virginia,2011-07-01,11284,75.6,72.8,7,-0.4999999999999997,-0.8660254037844387
West Virginia,2011-07-01,2725,72.2,70.0,7,-0.4999999999999997,-0.8660254037844387
Alabama,2011-07-01,8808,81.4,78.7,7,-0.4999999999999997,-0.8660254037844387
Kentucky,2011-07-01,8188,76.8,74.4,7,-0.4999999999999997,-0.8660254037844387
Mississippi,2011-07-01,5004,82.6,79.6,7,-0.4999999999999997,-0.8660254037844387
Tennessee,2011-07-01,9774,78.2,75.4,7,-0.4999999999999997,-0.8660254037844387
Arkansas,2011-07-01,4960,83.2,78.4,7,-0.4999999999999997,-0.8660254037844387
Louisiana,2011-07-01,8654,83.9,80.8,7,-0.4999999999999997,-0.8660254037844387
Oklahoma,2011-07-01,6805,86.3,79.3,7,-0.4999999999999997,-0.8660254037844387
Texas,2011-07-01,38540,86.1,81.0,7,-0.4999999999999997,-0.8660254037844387
Arizona,2011-07-01,8323,78.2,77.0,7,-0.4999999999999997,-0.8660254037844387
Colorado,2011-07-01,5182,66.4,64.1,7,-0.4999999999999997,-0.8660254037844387
Idaho,2011-07-01,2481,59.2,60.9,7,-0.4999999999999997,-0.8660254037844387
Montana,2011-07-01,1134,61.4,61.9,7,-0.4999999999999997,-0.8660254037844387
Nevada,2011-07-01,3776,67.2,68.1,7,-0.4999999999999997,-0.8660254037844387
New Mexico,2011-07-01,2284,74.8,70.9,7,-0.4999999999999997,-0.8660254037844387
Utah,2011-07-01,2768,67.6,67.8,7,-0.4999999999999997,-0.8660254037844387
Wyoming,2011-07-01,1449,61.8,61.4,7,-0.4999999999999997,-0.8660254037844387
California,2011-07-01,23355,70.6,71.5,7,-0.4999999999999997,-0.8660254037844387
Oregon,2011-07-01,3752,58.8,61.0,7,-0.4999999999999997,-0.8660254037844387
Washington,2011-07-01,7146,58.2,60.8,7,-0.4999999999999997,-0.8660254037844387
Connecticut,2011-08-01,2995,72.4,69.6,8,-0.8660254037844383,-0.5000000000000003
Maine,2011-08-01,1018,66.2,64.2,8,-0.8660254037844383,-0.5000000000000003
Massachusetts,2011-08-01,5097,71.3,68.6,8,-0.8660254037844383,-0.5000000000000003
New Hampshire,2011-08-01,1011,67.6,65.2,8,-0.8660254037844383,-0.5000000000000003
Rhode Island,2011-08-01,721,72.6,69.5,8,-0.8660254037844383,-0.5000000000000003
Vermont,2011-08-01,486,67.2,64.7,8,-0.8660254037844383,-0.5000000000000003
New Jersey,2011-08-01,7828,75.9,72.5,8,-0.8660254037844383,-0.5000000000000003
New York,2011-08-01,14160,69.5,67.1,8,-0.8660254037844383,-0.5000000000000003
Pennsylvania,2011-08-01,13591,71.9,69.4,8,-0.8660254037844383,-0.5000000000000003
Illinois,2011-08-01,14173,77.4,74.5,8,-0.8660254037844383,-0.5000000000000003
Indiana,2011-08-01,9960,75.9,73.4,8,-0.8660254037844383,-0.5000000000000003
Michigan,2011-08-01,9887,70.5,67.0,8,-0.8660254037844383,-0.5000000000000003
Ohio,2011-08-01,14580,74.6,71.9,8,-0.8660254037844383,-0.5000000000000003
Wisconsin,2011-08-01,6433,70.7,67.7,8,-0.8660254037844383,-0.5000000000000003
Iowa,2011-08-01,4203,75.0,72.6,8,-0.8660254037844383,-0.5000000000000003
Kansas,2011-08-01,4351,82.9,78.1,8,-0.8660254037844383,-0.5000000000000003
Minnesota,2011-08-01,6285,70.4,67.5,8,-0.8660254037844383,-0.5000000000000003
Missouri,2011-08-01,8585,80.2,76.8,8,-0.8660254037844383,-0.5000000000000003
Nebraska,2011-08-01,2910,75.8,73.4,8,-0.8660254037844383,-0.5000000000000003
North Dakota,2011-08-01,1096,69.8,67.9,8,-0.8660254037844383,-0.5000000000000003
South Dakota,2011-08-01,1071,73.8,71.6,8,-0.8660254037844383,-0.5000000000000003
Delaware,2011-08-01,1164,78.0,74.6,8,-0.8660254037844383,-0.5000000000000003
Florida,2011-08-01,23199,83.1,81.0,8,-0.8660254037844383,-0.5000000000000003
Georgia,2011-08-01,14331,82.0,79.3,8,-0.8660254037844383,-0.5000000000000003
Maryland,2011-08-01,6098,77.4,74.2,8,-0.8660254037844383,-0.5000000000000003
North Carolina,2011-08-01,13268,78.8,76.2,8,-0.8660254037844383,-0.5000000000000003
South Carolina,2011-08-01,8243,82.1,79.3,8,-0.8660254037844383,-0.5000000000000003
Virginia,2011-08-01,10355,76.4,74.0,8,-0.8660254037844383,-0.5000000000000003
West Virginia,2011-08-01,2795,73.2,71.1,8,-0.8660254037844383,-0.5000000000000003
Alabama,2011-08-01,9226,81.8,79.7,8,-0.8660254037844383,-0.5000000000000003
Kentucky,2011-08-01,8088,77.6,75.5,8,-0.8660254037844383,-0.5000000000000003
Mississippi,2011-08-01,5075,82.9,80.5,8,-0.8660254037844383,-0.5000000000000003
Tennessee,2011-08-01,10310,78.9,76.6,8,-0.8660254037844383,-0.5000000000000003
Arkansas,2011-08-01,5147,83.9,79.8,8,-0.8660254037844383,-0.5000000000000003
Louisiana,2011-08-01,8778,85.4,81.7,8,-0.8660254037844383,-0.5000000000000003
Oklahoma,2011-08-01,6686,88.4,81.2,8,-0.8660254037844383,-0.5000000000000003
Texas,2011-08-01,41667,87.6,82.1,8,-0.8660254037844383,-0.5000000000000003
Arizona,2011-08-01,8808,81.5,78.8,8,-0.8660254037844383,-0.5000000000000003
Colorado,2011-08-01,5290,69.6,66.1,8,-0.8660254037844383,-0.5000000000000003
Idaho,2011-08-01,2354,65.2,64.3,8,-0.8660254037844383,-0.5000000000000003
Montana,2011-08-01,1176,66.7,64.9,8,-0.8660254037844383,-0.5000000000000003
Nevada,2011-08-01,3816,72.2,71.1,8,-0.8660254037844383,-0.5000000000000003
New Mexico,2011-08-01,2306,76.3,71.8,8,-0.8660254037844383,-0.5000000000000003
Utah,2011-08-01,2818,72.2,70.5,8,-0.8660254037844383,-0.5000000000000003
Wyoming,2011-08-01,1390,66.9,64.4,8,-0.8660254037844383,-0.5000000000000003
California,2011-08-01,26071,74.7,74.2,8,-0.8660254037844383,-0.5000000000000003
Oregon,2011-08-01,4007,64.4,64.3,8,-0.8660254037844383,-0.5000000000000003
Washington,2011-08-01,7366,63.0,63.8,8,-0.8660254037844383,-0.5000000000000003
Connecticut,2011-09-01,2519,68.6,65.0,9,-1.0,-1.8369701987210297e-16
Maine,2011-09-01,933,61.9,59.0,9,-1.0,-1.8369701987210297e-16
Massachusetts,2011-09-01,4784,67.4,64.0,9,-1.0,-1.8369701987210297e-16
New Hampshire,2011-09-01,953,63.6,60.3,9,-1.0,-1.8369701987210297e-16
Rhode Island,2011-09-01,638,68.9,65.3,9,-1.0,-1.8369701987210297e-16
Vermont,2011-09-01,450,63.3,59.7,9,-1.0,-1.8369701987210297e-16
New Jersey,2011-09-01,6808,71.2,68.3,9,-1.0,-1.8369701987210297e-16
New York,2011-09-01,12805,65.1,62.5,9,-1.0,-1.8369701987210297e-16
Pennsylvania,2011-09-01,12106,66.9,65.0,9,-1.0,-1.8369701987210297e-16
Illinois,2011-09-01,11768,69.2,69.8,9,-1.0,-1.8369701987210297e-16
Indiana,2011-09-01,8405,68.4,69.1,9,-1.0,-1.8369701987210297e-16
Michigan,2011-09-01,8280,63.5,62.2,9,-1.0,-1.8369701987210297e-16
Ohio,2011-09-01,12430,68.0,67.7,9,-1.0,-1.8369701987210297e-16
Wisconsin,2011-09-01,5469,62.8,62.3,9,-1.0,-1.8369701987210297e-16
Iowa,2011-09-01,3531,66.1,67.2,9,-1.0,-1.8369701987210297e-16
Kansas,2011-09-01,3431,73.6,73.0,9,-1.0,-1.8369701987210297e-16
Minnesota,2011-09-01,5476,62.8,61.5,9,-1.0,-1.8369701987210297e-16
Missouri,2011-09-01,6714,71.3,72.1,9,-1.0,-1.8369701987210297e-16
Nebraska,2011-09-01,2370,67.2,67.5,9,-1.0,-1.8369701987210297e-16
North Dakota,2011-09-01,1026,63.4,61.5,9,-1.0,-1.8369701987210297e-16
South Dakota,2011-09-01,935,65.8,65.4,9,-1.0,-1.8369701987210297e-16
Delaware,2011-09-01,1030,73.1,70.6,9,-1.0,-1.8369701987210297e-16
Florida,2011-09-01,22175,81.7,80.1,9,-1.0,-1.8369701987210297e-16
Georgia,2011-09-01,12100,77.9,76.8,9,-1.0,-1.8369701987210297e-16
Maryland,2011-09-01,5192,72.0,70.1,9,-1.0,-1.8369701987210297e-16
North Carolina,2011-09-01,10978,74.4,73.0,9,-1.0,-1.8369701987210297e-16
South Carolina,2011-09-01,6960,77.8,76.3,9,-1.0,-1.8369701987210297e-16
Virginia,2011-09-01,8949,71.6,70.2,9,-1.0,-1.8369701987210297e-16
West Virginia,2011-09-01,2371,68.4,67.4,9,-1.0,-1.8369701987210297e-16
Alabama,2011-09-01,7635,76.9,76.9,9,-1.0,-1.8369701987210297e-16
Kentucky,2011-09-01,7272,71.4,71.8,9,-1.0,-1.8369701987210297e-16
Mississippi,2011-09-01,4645,77.8,77.7,9,-1.0,-1.8369701987210297e-16
Tennessee,2011-09-01,8992,72.9,73.0,9,-1.0,-1.8369701987210297e-16
Arkansas,2011-09-01,4335,76.6,76.0,9,-1.0,-1.8369701987210297e-16
Louisiana,2011-09-01,8276,81.4,79.4,9,-1.0,-1.8369701987210297e-16
Oklahoma,2011-09-01,4835,79.4,77.0,9,-1.0,-1.8369701987210297e-16
Texas,2011-09-01,36601,83.0,78.8,9,-1.0,-1.8369701987210297e-16
Arizona,2011-09-01,7413,78.4,74.9,9,-1.0,-1.8369701987210297e-16
Colorado,2011-09-01,4657,63.8,61.2,9,-1.0,-1.8369701987210297e-16
Idaho,2011-09-01,1920,62.8,59.1,9,-1.0,-1.8369701987210297e-16
Montana,2011-09-01,1002,62.6,59.0,9,-1.0,-1.8369701987210297e-16
Nevada,2011-09-01,3160,69.0,65.9,9,-1.0,-1.8369701987210297e-16
New Mexico,2011-09-01,2036,71.2,67.7,9,-1.0,-1.8369701987210297e-16
Utah,2011-09-01,2492,67.8,64.9,9,-1.0,-1.8369701987210297e-16
Wyoming,2011-09-01,1331,61.4,58.5,9,-1.0,-1.8369701987210297e-16
California,2011-09-01,25142,73.7,71.1,9,-1.0,-1.8369701987210297e-16
Oregon,2011-09-01,3684,64.4,60.7,9,-1.0,-1.8369701987210297e-16
Washington,2011-09-01,6957,63.0,60.3,9,-1.0,-1.8369701987210297e-16
Connecticut,2011-10-01,2241,59.9,56.2,10,-0.8660254037844385,0.5
Maine,2011-10-01,916,53.3,49.6,10,-0.8660254037844385,0.5
Massachusetts,2011-10-01,4323,58.8,55.2,10,-0.8660254037844385,0.5
New Hampshire,2011-10-01,871,54.6,51.2,10,-0.8660254037844385,0.5
Rhode Island,2011-10-01,597,60.7,56.9,10,-0.8660254037844385,0.5
Vermont,2011-10-01,437,54.2,50.6,10,-0.8660254037844385,0.5
New Jersey,2011-10-01,5647,62.4,59.5,10,-0.8660254037844385,0.5
New York,2011-10-01,11362,56.1,53.5,10,-0.8660254037844385,0.5
Pennsylvania,2011-10-01,11288,57.6,56.2,10,-0.8660254037844385,0.5
Illinois,2011-10-01,10700,59.4,60.4,10,-0.8660254037844385,0.5
Indiana,2011-10-01,8125,58.8,59.8,10,-0.8660254037844385,0.5
Michigan,2011-10-01,8129,54.2,53.0,10,-0.8660254037844385,0.5
Ohio,2011-10-01,11739,58.4,58.6,10,-0.8660254037844385,0.5
Wisconsin,2011-10-01,5338,53.6,52.5,10,-0.8660254037844385,0.5
Iowa,2011-10-01,3483,56.8,57.2,10,-0.8660254037844385,0.5
Kansas,2011-10-01,2945,61.8,62.5,10,-0.8660254037844385,0.5
Minnesota,2011-10-01,5314,53.7,50.9,10,-0.8660254037844385,0.5
Missouri,2011-10-01,5986,61.0,62.6,10,-0.8660254037844385,0.5
Nebraska,2011-10-01,2201,56.6,56.8,10,-0.8660254037844385,0.5
North Dakota,2011-10-01,1058,53.4,50.2,10,-0.8660254037844385,0.5
South Dakota,2011-10-01,860,55.6,54.0,10,-0.8660254037844385,0.5
Delaware,2011-10-01,858,63.9,61.8,10,-0.8660254037844385,0.5
Florida,2011-10-01,18434,75.1,75.7,10,-0.8660254037844385,0.5
Georgia,2011-10-01,9850,67.6,69.4,10,-0.8660254037844385,0.5
Maryland,2011-10-01,4525,62.4,61.4,10,-0.8660254037844385,0.5
North Carolina,2011-10-01,9519,64.6,64.9,10,-0.8660254037844385,0.5
South Carolina,2011-10-01,5916,67.6,68.5,10,-0.8660254037844385,0.5
Virginia,2011-10-01,7903,61.8,61.6,10,-0.8660254037844385,0.5
West Virginia,2011-10-01,2350,58.6,58.8,10,-0.8660254037844385,0.5
Alabama,2011-10-01,6461,66.4,69.3,10,-0.8660254037844385,0.5
Kentucky,2011-10-01,7054,61.2,62.8,10,-0.8660254037844385,0.5
Mississippi,2011-10-01,3804,66.9,69.8,10,-0.8660254037844385,0.5
Tennessee,2011-10-01,7231,62.4,64.4,10,-0.8660254037844385,0.5
Arkansas,2011-10-01,3635,65.4,67.3,10,-0.8660254037844385,0.5
Louisiana,2011-10-01,6966,70.8,72.4,10,-0.8660254037844385,0.5
Oklahoma,2011-10-01,4324,66.4,67.3,10,-0.8660254037844385,0.5
Texas,2011-10-01,29755,72.4,71.0,10,-0.8660254037844385,0.5
Arizona,2011-10-01,5888,68.7,66.5,10,-0.8660254037844385,0.5
Colorado,2011-10-01,4237,52.8,51.9,10,-0.8660254037844385,0.5
Idaho,2011-10-01,1687,52.5,49.4,10,-0.8660254037844385,0.5
Montana,2011-10-01,1111,52.1,48.5,10,-0.8660254037844385,0.5
Nevada,2011-10-01,2670,59.0,56.2,10,-0.8660254037844385,0.5
New Mexico,2011-10-01,1801,60.8,59.3,10,-0.8660254037844385,0.5
Utah,2011-10-01,2306,56.6,54.7,10,-0.8660254037844385,0.5
Wyoming,2011-10-01,1363,50.6,48.0,10,-0.8660254037844385,0.5
California,2011-10-01,22073,66.8,64.0,10,-0.8660254037844385,0.5
Oregon,2011-10-01,3579,55.8,52.7,10,-0.8660254037844385,0.5
Washington,2011-10-01,7021,54.1,52.1,10,-0.8660254037844385,0.5
Connecticut,2011-11-01,2153,49.6,45.5,11,-0.5000000000000003,0.8660254037844383
Maine,2011-11-01,879,43.2,38.3,11,-0.5000000000000003,0.8660254037844383
Massachusetts,2011-11-01,4186,49.0,44.6,11,-0.5000000000000003,0.8660254037844383
New Hampshire,2011-11-01,816,44.2,40.0,11,-0.5000000000000003,0.8660254037844383
Rhode Island,2011-11-01,597,51.4,46.7,11,-0.5000000000000003,0.8660254037844383
Vermont,2011-11-01,423,44.0,39.2,11,-0.5000000000000003,0.8660254037844383
