state,date,electricity_sales,average_temp,monthly_mean_from_1901_to_2000,month,month_sin,month_cos
Connecticut,2001-01-01,2760,26.0,27.4,1,0.4999999999999999,0.8660254037844386
Maine,2001-01-01,1071,15.8,16.0,1,0.4999999999999999,0.8660254037844386
Massachusetts,2001-01-01,4659,24.8,26.1,1,0.4999999999999999,0.8660254037844386
New Hampshire,2001-01-01,976,18.8,19.4,1,0.4999999999999999,0.8660254037844386
Rhode Island,2001-01-01,635,28.0,29.0,1,0.4999999999999999,0.8660254037844386
Vermont,2001-01-01,522,17.2,17.8,1,0.4999999999999999,0.8660254037844386
New Jersey,2001-01-01,6309,29.4,31.3,1,0.4999999999999999,0.8660254037844386
New York,2001-01-01,12748,20.9,22.2,1,0.4999999999999999,0.8660254037844386
Pennsylvania,2001-01-01,12706,24.2,27.1,1,0.4999999999999999,0.8660254037844386
Illinois,2001-01-01,12383,21.6,27.4,1,0.4999999999999999,0.8660254037844386
Indiana,2001-01-01,9047,23.0,28.4,1,0.4999999999999999,0.8660254037844386
Michigan,2001-01-01,8860,19.6,20.7,1,0.4999999999999999,0.8660254037844386
Ohio,2001-01-01,14678,24.6,28.7,1,0.4999999999999999,0.8660254037844386
Wisconsin,2001-01-01,5690,13.8,15.3,1,0.4999999999999999,0.8660254037844386
Iowa,2001-01-01,3401,15.4,20.3,1,0.4999999999999999,0.8660254037844386
Kansas,2001-01-01,2972,27.6,30.1,1,0.4999999999999999,0.8660254037844386
Minnesota,2001-01-01,5329,9.2,9.7,1,0.4999999999999999,0.8660254037844386
Missouri,2001-01-01,6938,25.2,31.2,1,0.4999999999999999,0.8660254037844386
Nebraska,2001-01-01,2134,23.1,23.7,1,0.4999999999999999,0.8660254037844386
North Dakota,2001-01-01,957,9.9,9.6,1,0.4999999999999999,0.8660254037844386
South Dakota,2001-01-01,803,16.6,17.4,1,0.4999999999999999,0.8660254037844386
Delaware,2001-01-01,1068,32.2,34.8,1,0.4999999999999999,0.8660254037844386
Florida,2001-01-01,18377,54.8,58.2,1,0.4999999999999999,0.8660254037844386
Georgia,2001-01-01,10979,42.0,46.7,1,0.4999999999999999,0.8660254037844386
Maryland,2001-01-01,5921,30.7,33.9,1,0.4999999999999999,0.8660254037844386
North Carolina,2001-01-01,11601,37.2,40.8,1,0.4999999999999999,0.8660254037844386
South Carolina,2001-01-01,7126,41.0,45.2,1,0.4999999999999999,0.8660254037844386
Virginia,2001-01-01,9576,32.2,35.8,1,0.4999999999999999,0.8660254037844386
West Virginia,2001-01-01,2973,27.5,31.8,1,0.4999999999999999,0.8660254037844386
Alabama,2001-01-01,7362,40.2,45.8,1,0.4999999999999999,0.8660254037844386
Kentucky,2001-01-01,7640,29.2,34.9,1,0.4999999999999999,0.8660254037844386
Mississippi,2001-01-01,3947,39.6,46.0,1,0.4999999999999999,0.8660254037844386
Tennessee,2001-01-01,9649,32.4,38.2,1,0.4999999999999999,0.8660254037844386
Arkansas,2001-01-01,3804,34.3,40.4,1,0.4999999999999999,0.8660254037844386
Louisiana,2001-01-01,6572,44.6,50.1,1,0.4999999999999999,0.8660254037844386
Oklahoma,2001-01-01,4270,33.4,37.8,1,0.4999999999999999,0.8660254037844386
Texas,2001-01-01,27584,43.2,46.2,1,0.4999999999999999,0.8660254037844386
Arizona,2001-01-01,4787,42.5,41.1,1,0.4999999999999999,0.8660254037844386
Colorado,2001-01-01,3867,25.2,24.5,1,0.4999999999999999,0.8660254037844386
Idaho,2001-01-01,2029,23.6,23.0,1,0.4999999999999999,0.8660254037844386
Montana,2001-01-01,1174,20.2,18.7,1,0.4999999999999999,0.8660254037844386
Nevada,2001-01-01,2138,32.2,30.6,1,0.4999999999999999,0.8660254037844386
New Mexico,2001-01-01,1602,33.5,34.0,1,0.4999999999999999,0.8660254037844386
Utah,2001-01-01,2040,28.4,26.2,1,0.4999999999999999,0.8660254037844386
Wyoming,2001-01-01,1116,20.0,19.6,1,0.4999999999999999,0.8660254037844386
California,2001-01-01,21744,44.4,42.7,1,0.4999999999999999,0.8660254037844386
Oregon,2001-01-01,4827,32.8,31.0,1,0.4999999999999999,0.8660254037844386
Washington,2001-01-01,9205,30.6,29.5,1,0.4999999999999999,0.8660254037844386
Connecticut,2001-02-01,2438,27.6,25.8,2,0.8660254037844385,0.5000000000000001
Maine,2001-02-01,1009,15.0,14.1,2,0.8660254037844385,0.5000000000000001
Massachusetts,2001-02-01,4195,26.2,24.6,2,0.8660254037844385,0.5000000000000001
New Hampshire,2001-02-01,843,19.6,17.8,2,0.8660254037844385,0.5000000000000001
Rhode Island,2001-02-01,588,29.4,27.4,2,0.8660254037844385,0.5000000000000001
Vermont,2001-02-01,476,18.6,15.8,2,0.8660254037844385,0.5000000000000001
New Jersey,2001-02-01,5669,32.4,30.1,2,0.8660254037844385,0.5000000000000001
New York,2001-02-01,12017,23.6,20.3,2,0.8660254037844385,0.5000000000000001
Pennsylvania,2001-02-01,11845,28.8,25.9,2,0.8660254037844385,0.5000000000000001
Illinois,2001-02-01,11675,28.3,27.3,2,0.8660254037844385,0.5000000000000001
Indiana,2001-02-01,8027,30.2,28.0,2,0.8660254037844385,0.5000000000000001
Michigan,2001-02-01,7931,22.8,18.7,2,0.8660254037844385,0.5000000000000001
Ohio,2001-02-01,13229,30.8,28.0,2,0.8660254037844385,0.5000000000000001
Wisconsin,2001-02-01,5229,17.0,14.5,2,0.8660254037844385,0.5000000000000001
Iowa,2001-02-01,3104,19.4,20.2,2,0.8660254037844385,0.5000000000000001
Kansas,2001-02-01,2624,30.7,31.1,2,0.8660254037844385,0.5000000000000001
Minnesota,2001-02-01,4806,11.4,9.3,2,0.8660254037844385,0.5000000000000001
Missouri,2001-02-01,5981,31.8,31.5,2,0.8660254037844385,0.5000000000000001
Nebraska,2001-02-01,2002,24.8,24.5,2,0.8660254037844385,0.5000000000000001
North Dakota,2001-02-01,917,11.2,9.1,2,0.8660254037844385,0.5000000000000001
South Dakota,2001-02-01,747,17.6,17.5,2,0.8660254037844385,0.5000000000000001
Delaware,2001-02-01,1059,35.8,33.8,2,0.8660254037844385,0.5000000000000001
Florida,2001-02-01,15263,59.1,58.6,2,0.8660254037844385,0.5000000000000001
Georgia,2001-02-01,8917,48.4,47.3,2,0.8660254037844385,0.5000000000000001
Maryland,2001-02-01,4954,35.1,33.1,2,0.8660254037844385,0.5000000000000001
North Carolina,2001-02-01,9525,42.8,40.9,2,0.8660254037844385,0.5000000000000001
South Carolina,2001-02-01,6151,47.3,45.7,2,0.8660254037844385,0.5000000000000001
Virginia,2001-02-01,7820,37.8,35.8,2,0.8660254037844385,0.5000000000000001
West Virginia,2001-02-01,2411,33.7,31.6,2,0.8660254037844385,0.5000000000000001
Alabama,2001-02-01,6041,46.9,46.6,2,0.8660254037844385,0.5000000000000001
Kentucky,2001-02-01,6297,36.6,35.1,2,0.8660254037844385,0.5000000000000001
Mississippi,2001-02-01,3366,46.7,46.7,2,0.8660254037844385,0.5000000000000001
Tennessee,2001-02-01,8345,39.5,38.7,2,0.8660254037844385,0.5000000000000001
Arkansas,2001-02-01,3257,41.2,41.1,2,0.8660254037844385,0.5000000000000001
Louisiana,2001-02-01,5801,51.1,50.9,2,0.8660254037844385,0.5000000000000001
Oklahoma,2001-02-01,3625,38.5,38.9,2,0.8660254037844385,0.5000000000000001
Texas,2001-02-01,24171,47.9,47.4,2,0.8660254037844385,0.5000000000000001
Arizona,2001-02-01,4416,42.2,42.6,2,0.8660254037844385,0.5000000000000001
Colorado,2001-02-01,3410,26.4,25.5,2,0.8660254037844385,0.5000000000000001
Idaho,2001-02-01,1743,24.0,24.2,2,0.8660254037844385,0.5000000000000001
Montana,2001-02-01,1008,20.6,19.1,2,0.8660254037844385,0.5000000000000001
Nevada,2001-02-01,1884,30.8,32.0,2,0.8660254037844385,0.5000000000000001
New Mexico,2001-02-01,1467,35.6,35.8,2,0.8660254037844385,0.5000000000000001
Utah,2001-02-01,1808,29.0,27.8,2,0.8660254037844385,0.5000000000000001
Wyoming,2001-02-01,1128,20.4,20.4,2,0.8660254037844385,0.5000000000000001
California,2001-02-01,18306,42.7,43.8,2,0.8660254037844385,0.5000000000000001
Oregon,2001-02-01,4459,32.6,32.2,2,0.8660254037844385,0.5000000000000001
Washington,2001-02-01,8317,32.0,30.8,2,0.8660254037844385,0.5000000000000001
Connecticut,2001-03-01,2577,31.8,30.9,3,1.0,6.123233995736766e-17
Maine,2001-03-01,1009,20.1,20.4,3,1.0,6.123233995736766e-17
Massachusetts,2001-03-01,4495,30.2,29.7,3,1.0,6.123233995736766e-17
New Hampshire,2001-03-01,875,23.8,23.7,3,1.0,6.123233995736766e-17
Rhode Island,2001-03-01,636,33.1,32.0,3,1.0,6.123233995736766e-17
Vermont,2001-03-01,475,22.4,21.9,3,1.0,6.123233995736766e-17
New Jersey,2001-03-01,5841,36.6,34.9,3,1.0,6.123233995736766e-17
New York,2001-03-01,11790,26.4,25.7,3,1.0,6.123233995736766e-17
Pennsylvania,2001-03-01,11491,32.4,31.2,3,1.0,6.123233995736766e-17
Illinois,2001-03-01,10709,34.0,34.5,3,1.0,6.123233995736766e-17
Indiana,2001-03-01,7847,35.4,34.5,3,1.0,6.123233995736766e-17
Michigan,2001-03-01,8468,25.8,24.1,3,1.0,6.123233995736766e-17
Ohio,2001-03-01,13478,35.2,33.8,3,1.0,6.123233995736766e-17
Wisconsin,2001-03-01,5364,21.4,22.3,3,1.0,6.123233995736766e-17
Iowa,2001-03-01,3057,24.2,28.7,3,1.0,6.123233995736766e-17
Kansas,2001-03-01,2677,35.8,38.1,3,1.0,6.123233995736766e-17
Minnesota,2001-03-01,4830,15.4,18.6,3,1.0,6.123233995736766e-17
Missouri,2001-03-01,5657,37.2,38.7,3,1.0,6.123233995736766e-17
Nebraska,2001-03-01,1903,28.9,31.3,3,1.0,6.123233995736766e-17
North Dakota,2001-03-01,847,16.3,18.3,3,1.0,6.123233995736766e-17
South Dakota,2001-03-01,712,21.1,25.3,3,1.0,6.123233995736766e-17
Delaware,2001-03-01,966,39.9,38.5,3,1.0,6.123233995736766e-17
Florida,2001-03-01,14383,64.8,61.8,3,1.0,6.123233995736766e-17
Georgia,2001-03-01,8862,53.7,52.0,3,1.0,6.123233995736766e-17
Maryland,2001-03-01,5367,39.2,38.1,3,1.0,6.123233995736766e-17
North Carolina,2001-03-01,9196,46.8,45.6,3,1.0,6.123233995736766e-17
South Carolina,2001-03-01,5619,51.8,50.3,3,1.0,6.123233995736766e-17
Virginia,2001-03-01,8070,41.6,40.7,3,1.0,6.123233995736766e-17
West Virginia,2001-03-01,2405,37.6,36.8,3,1.0,6.123233995736766e-17
Alabama,2001-03-01,5895,52.0,51.6,3,1.0,6.123233995736766e-17
Kentucky,2001-03-01,6861,41.4,41.0,3,1.0,6.123233995736766e-17
Mississippi,2001-03-01,3173,52.1,52.0,3,1.0,6.123233995736766e-17
Tennessee,2001-03-01,7404,44.6,44.2,3,1.0,6.123233995736766e-17
Arkansas,2001-03-01,3032,46.7,47.2,3,1.0,6.123233995736766e-17
Louisiana,2001-03-01,5408,55.9,55.7,3,1.0,6.123233995736766e-17
Oklahoma,2001-03-01,3464,44.0,45.3,3,1.0,6.123233995736766e-17
Texas,2001-03-01,22424,52.6,52.9,3,1.0,6.123233995736766e-17
Arizona,2001-03-01,4362,48.0,47.1,3,1.0,6.123233995736766e-17
Colorado,2001-03-01,3520,32.1,30.6,3,1.0,6.123233995736766e-17
Idaho,2001-03-01,1675,30.8,29.5,3,1.0,6.123233995736766e-17
Montana,2001-03-01,992,25.2,25.4,3,1.0,6.123233995736766e-17
Nevada,2001-03-01,1958,37.9,36.8,3,1.0,6.123233995736766e-17
New Mexico,2001-03-01,1469,41.8,40.6,3,1.0,6.123233995736766e-17
Utah,2001-03-01,1820,36.6,33.9,3,1.0,6.123233995736766e-17
Wyoming,2001-03-01,1102,26.2,25.7,3,1.0,6.123233995736766e-17
California,2001-03-01,21351,47.8,47.0,3,1.0,6.123233995736766e-17
Oregon,2001-03-01,4262,37.2,36.2,3,1.0,6.123233995736766e-17
Washington,2001-03-01,7355,36.0,35.8,3,1.0,6.123233995736766e-17
Connecticut,2001-04-01,2238,41.0,40.7,4,0.8660254037844387,-0.4999999999999997
Maine,2001-04-01,994,31.2,32.1,4,0.8660254037844387,-0.4999999999999997
Massachusetts,2001-04-01,3931,39.2,39.4,4,0.8660254037844387,-0.4999999999999997
New Hampshire,2001-04-01,792,33.8,34.8,4,0.8660254037844387,-0.4999999999999997
Rhode Island,2001-04-01,524,41.4,40.9,4,0.8660254037844387,-0.4999999999999997
Vermont,2001-04-01,428,32.6,33.6,4,0.8660254037844387,-0.4999999999999997
New Jersey,2001-04-01,5387,44.8,44.3,4,0.8660254037844387,-0.4999999999999997
New York,2001-04-01,11016,36.2,36.7,4,0.8660254037844387,-0.4999999999999997
Pennsylvania,2001-04-01,10469,41.2,41.3,4,0.8660254037844387,-0.4999999999999997
Illinois,2001-04-01,9619,47.4,45.7,4,0.8660254037844387,-0.4999999999999997
Indiana,2001-04-01,7507,46.8,45.0,4,0.8660254037844387,-0.4999999999999997
Michigan,2001-04-01,7740,37.8,35.5,4,0.8660254037844387,-0.4999999999999997
Ohio,2001-04-01,11905,45.1,43.8,4,0.8660254037844387,-0.4999999999999997
Wisconsin,2001-04-01,4894,37.4,35.5,4,0.8660254037844387,-0.4999999999999997
Iowa,2001-04-01,2997,41.4,41.3,4,0.8660254037844387,-0.4999999999999997
Kansas,2001-04-01,2585,49.7,47.9,4,0.8660254037844387,-0.4999999999999997
Minnesota,2001-04-01,4445,33.8,33.3,4,0.8660254037844387,-0.4999999999999997
Missouri,2001-04-01,5401,50.3,49.1,4,0.8660254037844387,-0.4999999999999997
Nebraska,2001-04-01,1807,43.2,41.8,4,0.8660254037844387,-0.4999999999999997
North Dakota,2001-04-01,756,34.8,33.0,4,0.8660254037844387,-0.4999999999999997
South Dakota,2001-04-01,651,38.0,37.8,4,0.8660254037844387,-0.4999999999999997
Delaware,2001-04-01,877,47.6,47.4,4,0.8660254037844387,-0.4999999999999997
Florida,2001-04-01,14641,67.2,66.7,4,0.8660254037844387,-0.4999999999999997
Georgia,2001-04-01,8690,59.0,59.2,4,0.8660254037844387,-0.4999999999999997
Maryland,2001-04-01,4537,47.4,47.3,4,0.8660254037844387,-0.4999999999999997
North Carolina,2001-04-01,9156,53.5,53.6,4,0.8660254037844387,-0.4999999999999997
South Carolina,2001-04-01,5716,57.9,57.9,4,0.8660254037844387,-0.4999999999999997
Virginia,2001-04-01,7153,49.3,49.3,4,0.8660254037844387,-0.4999999999999997
West Virginia,2001-04-01,2249,46.0,46.0,4,0.8660254037844387,-0.4999999999999997
Alabama,2001-04-01,6065,58.0,58.9,4,0.8660254037844387,-0.4999999999999997
Kentucky,2001-04-01,6430,50.6,50.2,4,0.8660254037844387,-0.4999999999999997
Mississippi,2001-04-01,3228,59.2,59.5,4,0.8660254037844387,-0.4999999999999997
Tennessee,2001-04-01,7420,52.9,53.0,4,0.8660254037844387,-0.4999999999999997
Arkansas,2001-04-01,2974,56.6,55.8,4,0.8660254037844387,-0.4999999999999997
Louisiana,2001-04-01,5469,62.6,62.7,4,0.8660254037844387,-0.4999999999999997
Oklahoma,2001-04-01,3501,55.2,54.4,4,0.8660254037844387,-0.4999999999999997
Texas,2001-04-01,22635,60.6,60.6,4,0.8660254037844387,-0.4999999999999997
Arizona,2001-04-01,4185,54.6,53.1,4,0.8660254037844387,-0.4999999999999997
Colorado,2001-04-01,3266,41.0,38.1,4,0.8660254037844387,-0.4999999999999997
Idaho,2001-04-01,1567,38.4,36.8,4,0.8660254037844387,-0.4999999999999997
Montana,2001-04-01,899,37.4,35.0,4,0.8660254037844387,-0.4999999999999997
Nevada,2001-04-01,2137,44.8,43.1,4,0.8660254037844387,-0.4999999999999997
New Mexico,2001-04-01,1361,49.3,47.4,4,0.8660254037844387,-0.4999999999999997
Utah,2001-04-01,1655,44.2,41.4,4,0.8660254037844387,-0.4999999999999997
Wyoming,2001-04-01,1058,36.8,34.0,4,0.8660254037844387,-0.4999999999999997
California,2001-04-01,18856,52.3,51.4,4,0.8660254037844387,-0.4999999999999997
Oregon,2001-04-01,3809,41.6,41.2,4,0.8660254037844387,-0.4999999999999997
Washington,2001-04-01,6747,41.8,41.9,4,0.8660254037844387,-0.4999999999999997
Connecticut,2001-05-01,2363,53.4,51.4,5,0.4999999999999999,-0.8660254037844386
Maine,2001-05-01,1021,46.2,44.4,5,0.4999999999999999,-0.8660254037844386
Massachusetts,2001-05-01,4098,51.8,50.2,5,0.4999999999999999,-0.8660254037844386
New Hampshire,2001-05-01,810,48.0,46.7,5,0.4999999999999999,-0.8660254037844386
Rhode Island,2001-05-01,599,53.2,50.9,5,0.4999999999999999,-0.8660254037844386
Vermont,2001-05-01,432,47.4,46.1,5,0.4999999999999999,-0.8660254037844386
New Jersey,2001-05-01,5541,56.5,54.6,5,0.4999999999999999,-0.8660254037844386
New York,2001-05-01,11020,50.7,48.6,5,0.4999999999999999,-0.8660254037844386
Pennsylvania,2001-05-01,10297,53.9,52.2,5,0.4999999999999999,-0.8660254037844386
Illinois,2001-05-01,10711,61.2,56.8,5,0.4999999999999999,-0.8660254037844386
Indiana,2001-05-01,7620,60.2,55.9,5,0.4999999999999999,-0.8660254037844386
Michigan,2001-05-01,8179,51.6,47.7,5,0.4999999999999999,-0.8660254037844386
Ohio,2001-05-01,12191,57.7,54.6,5,0.4999999999999999,-0.8660254037844386
Wisconsin,2001-05-01,5198,51.9,48.6,5,0.4999999999999999,-0.8660254037844386
Iowa,2001-05-01,3090,56.8,53.9,5,0.4999999999999999,-0.8660254037844386
Kansas,2001-05-01,2790,61.7,58.4,5,0.4999999999999999,-0.8660254037844386
Minnesota,2001-05-01,4745,50.0,47.8,5,0.4999999999999999,-0.8660254037844386
Missouri,2001-05-01,5557,63.2,59.4,5,0.4999999999999999,-0.8660254037844386
Nebraska,2001-05-01,1854,55.2,53.0,5,0.4999999999999999,-0.8660254037844386
North Dakota,2001-05-01,732,49.3,47.5,5,0.4999999999999999,-0.8660254037844386
South Dakota,2001-05-01,633,51.9,50.3,5,0.4999999999999999,-0.8660254037844386
Delaware,2001-05-01,813,58.6,57.1,5,0.4999999999999999,-0.8660254037844386
Florida,2001-05-01,15043,72.4,72.1,5,0.4999999999999999,-0.8660254037844386
Georgia,2001-05-01,9422,67.5,67.0,5,0.4999999999999999,-0.8660254037844386
Maryland,2001-05-01,4717,58.6,57.3,5,0.4999999999999999,-0.8660254037844386
North Carolina,2001-05-01,8972,63.0,62.1,5,0.4999999999999999,-0.8660254037844386
South Carolina,2001-05-01,5845,67.1,66.1,5,0.4999999999999999,-0.8660254037844386
Virginia,2001-05-01,7224,59.8,58.6,5,0.4999999999999999,-0.8660254037844386
West Virginia,2001-05-01,2108,57.8,55.7,5,0.4999999999999999,-0.8660254037844386
Alabama,2001-05-01,6414,67.6,66.7,5,0.4999999999999999,-0.8660254037844386
Kentucky,2001-05-01,6141,63.0,59.8,5,0.4999999999999999,-0.8660254037844386
Mississippi,2001-05-01,3439,69.2,67.4,5,0.4999999999999999,-0.8660254037844386
Tennessee,2001-05-01,7311,64.1,61.9,5,0.4999999999999999,-0.8660254037844386
Arkansas,2001-05-01,3077,67.7,64.6,5,0.4999999999999999,-0.8660254037844386
Louisiana,2001-05-01,6039,72.1,69.9,5,0.4999999999999999,-0.8660254037844386
Oklahoma,2001-05-01,3735,66.3,63.7,5,0.4999999999999999,-0.8660254037844386
Texas,2001-05-01,24516,70.9,68.6,5,0.4999999999999999,-0.8660254037844386
Arizona,2001-05-01,5132,64.2,60.9,5,0.4999999999999999,-0.8660254037844386
Colorado,2001-05-01,3446,49.9,47.2,5,0.4999999999999999,-0.8660254037844386
Idaho,2001-05-01,1692,46.4,45.2,5,0.4999999999999999,-0.8660254037844386
Montana,2001-05-01,838,47.2,45.5,5,0.4999999999999999,-0.8660254037844386
Nevada,2001-05-01,2463,53.8,50.8,5,0.4999999999999999,-0.8660254037844386
New Mexico,2001-05-01,1488,58.6,55.7,5,0.4999999999999999,-0.8660254037844386
Utah,2001-05-01,1892,53.2,50.1,5,0.4999999999999999,-0.8660254037844386
Wyoming,2001-05-01,1020,46.2,43.6,5,0.4999999999999999,-0.8660254037844386
California,2001-05-01,19862,60.3,57.4,5,0.4999999999999999,-0.8660254037844386
Oregon,2001-05-01,3757,48.4,47.2,5,0.4999999999999999,-0.8660254037844386
Washington,2001-05-01,6550,48.3,48.5,5,0.4999999999999999,-0.8660254037844386
Connecticut,2001-06-01,2661,63.5,61.1,6,1.2246467991473532e-16,-1.0
Maine,2001-06-01,1045,58.7,55.2,6,1.2246467991473532e-16,-1.0
Massachusetts,2001-06-01,4542,62.6,60.0,6,1.2246467991473532e-16,-1.0
New Hampshire,2001-06-01,869,59.7,57.1,6,1.2246467991473532e-16,-1.0
Rhode Island,2001-06-01,640,63.9,60.4,6,1.2246467991473532e-16,-1.0
Vermont,2001-06-01,454,59.0,56.6,6,1.2246467991473532e-16,-1.0
New Jersey,2001-06-01,6481,66.3,64.2,6,1.2246467991473532e-16,-1.0
New York,2001-06-01,12202,60.9,59.0,6,1.2246467991473532e-16,-1.0
Pennsylvania,2001-06-01,11038,62.7,61.8,6,1.2246467991473532e-16,-1.0
Illinois,2001-06-01,11618,67.3,66.8,6,1.2246467991473532e-16,-1.0
Indiana,2001-06-01,8178,66.6,66.0,6,1.2246467991473532e-16,-1.0
Michigan,2001-06-01,8931,60.8,58.4,6,1.2246467991473532e-16,-1.0
Ohio,2001-06-01,12754,64.9,64.4,6,1.2246467991473532e-16,-1.0
Wisconsin,2001-06-01,5372,60.7,59.4,6,1.2246467991473532e-16,-1.0
Iowa,2001-06-01,3284,64.6,64.5,6,1.2246467991473532e-16,-1.0
Kansas,2001-06-01,3209,69.0,68.4,6,1.2246467991473532e-16,-1.0
Minnesota,2001-06-01,5087,60.8,58.9,6,1.2246467991473532e-16,-1.0
Missouri,2001-06-01,6109,68.8,68.6,6,1.2246467991473532e-16,-1.0
Nebraska,2001-06-01,2070,64.2,63.4,6,1.2246467991473532e-16,-1.0
North Dakota,2001-06-01,716,59.4,58.4,6,1.2246467991473532e-16,-1.0
South Dakota,2001-06-01,665,61.9,60.9,6,1.2246467991473532e-16,-1.0
Delaware,2001-06-01,907,68.4,66.5,6,1.2246467991473532e-16,-1.0
Florida,2001-06-01,18068,77.5,77.3,6,1.2246467991473532e-16,-1.0
Georgia,2001-06-01,10265,73.6,74.2,6,1.2246467991473532e-16,-1.0
Maryland,2001-06-01,5215,67.5,66.5,6,1.2246467991473532e-16,-1.0
North Carolina,2001-06-01,10151,70.3,70.0,6,1.2246467991473532e-16,-1.0
South Carolina,2001-06-01,6443,73.8,73.6,6,1.2246467991473532e-16,-1.0
Virginia,2001-06-01,8264,67.2,67.0,6,1.2246467991473532e-16,-1.0
West Virginia,2001-06-01,2117,64.4,64.3,6,1.2246467991473532e-16,-1.0
Alabama,2001-06-01,7169,73.2,74.1,6,1.2246467991473532e-16,-1.0
Kentucky,2001-06-01,6050,68.6,68.5,6,1.2246467991473532e-16,-1.0
Mississippi,2001-06-01,3902,74.1,74.8,6,1.2246467991473532e-16,-1.0
Tennessee,2001-06-01,7780,69.4,70.0,6,1.2246467991473532e-16,-1.0
Arkansas,2001-06-01,3550,72.8,72.6,6,1.2246467991473532e-16,-1.0
Louisiana,2001-06-01,6795,76.3,76.6,6,1.2246467991473532e-16,-1.0
Oklahoma,2001-06-01,4416,72.9,72.5,6,1.2246467991473532e-16,-1.0
Texas,2001-06-01,28532,77.5,76.0,6,1.2246467991473532e-16,-1.0
Arizona,2001-06-01,5816,74.2,69.8,6,1.2246467991473532e-16,-1.0
Colorado,2001-06-01,3686,58.9,56.5,6,1.2246467991473532e-16,-1.0
Idaho,2001-06-01,1893,55.0,53.0,6,1.2246467991473532e-16,-1.0
Montana,2001-06-01,925,55.8,54.2,6,1.2246467991473532e-16,-1.0
Nevada,2001-06-01,2637,64.4,59.4,6,1.2246467991473532e-16,-1.0
New Mexico,2001-06-01,1617,67.3,64.7,6,1.2246467991473532e-16,-1.0
Utah,2001-06-01,1978,63.2,59.3,6,1.2246467991473532e-16,-1.0
Wyoming,2001-06-01,1038,55.6,53.0,6,1.2246467991473532e-16,-1.0
California,2001-06-01,21194,70.0,64.5,6,1.2246467991473532e-16,-1.0
Oregon,2001-06-01,3478,55.8,53.9,6,1.2246467991473532e-16,-1.0
Washington,2001-06-01,5894,54.4,54.8,6,1.2246467991473532e-16,-1.0
Connecticut,2001-07-01,2674,68.1,68.0,7,-0.4999999999999997,-0.8660254037844387
Maine,2001-07-01,979,63.6,62.6,7,-0.4999999999999997,-0.8660254037844387
Massachusetts,2001-07-01,4611,67.4,67.1,7,-0.4999999999999997,-0.8660254037844387
New Hampshire,2001-07-01,894,64.2,64.0,7,-0.4999999999999997,-0.8660254037844387
Rhode Island,2001-07-01,656,68.6,67.6,7,-0.4999999999999997,-0.8660254037844387
Vermont,2001-07-01,473,63.4,63.5,7,-0.4999999999999997,-0.8660254037844387
New Jersey,2001-07-01,7028,71.0,71.0,7,-0.4999999999999997,-0.8660254037844387
New York,2001-07-01,12548,65.4,65.9,7,-0.4999999999999997,-0.8660254037844387
Pennsylvania,2001-07-01,11719,67.3,68.2,7,-0.4999999999999997,-0.8660254037844387
Illinois,2001-07-01,13059,72.9,73.5,7,-0.4999999999999997,-0.8660254037844387
Indiana,2001-07-01,9086,71.4,72.5,7,-0.4999999999999997,-0.8660254037844387
Michigan,2001-07-01,9611,66.4,65.7,7,-0.4999999999999997,-0.8660254037844387
Ohio,2001-07-01,14407,70.2,71.0,7,-0.4999999999999997,-0.8660254037844387
Wisconsin,2001-07-01,6136,67.2,66.5,7,-0.4999999999999997,-0.8660254037844387
Iowa,2001-07-01,3905,71.7,71.5,7,-0.4999999999999997,-0.8660254037844387
Kansas,2001-07-01,4098,77.9,76.1,7,-0.4999999999999997,-0.8660254037844387
Minnesota,2001-07-01,5774,67.8,66.3,7,-0.4999999999999997,-0.8660254037844387
Missouri,2001-07-01,7500,75.3,75.3,7,-0.4999999999999997,-0.8660254037844387
Nebraska,2001-07-01,2524,72.8,71.4,7,-0.4999999999999997,-0.8660254037844387
North Dakota,2001-07-01,819,66.4,65.9,7,-0.4999999999999997,-0.8660254037844387
South Dakota,2001-07-01,807,70.3,69.2,7,-0.4999999999999997,-0.8660254037844387
Delaware,2001-07-01,1061,73.2,73.1,7,-0.4999999999999997,-0.8660254037844387
Florida,2001-07-01,19190,80.7,80.3,7,-0.4999999999999997,-0.8660254037844387
Georgia,2001-07-01,11651,77.9,78.6,7,-0.4999999999999997,-0.8660254037844387
Maryland,2001-07-01,5563,72.4,72.9,7,-0.4999999999999997,-0.8660254037844387
North Carolina,2001-07-01,11133,74.4,75.2,7,-0.4999999999999997,-0.8660254037844387
South Carolina,2001-07-01,6968,77.7,78.4,7,-0.4999999999999997,-0.8660254037844387
Virginia,2001-07-01,8896,71.7,72.8,7,-0.4999999999999997,-0.8660254037844387
West Virginia,2001-07-01,2276,68.6,70.0,7,-0.4999999999999997,-0.8660254037844387
Alabama,2001-07-01,7794,77.8,78.8,7,-0.4999999999999997,-0.8660254037844387
Kentucky,2001-07-01,6670,73.4,74.5,7,-0.4999999999999997,-0.8660254037844387
Mississippi,2001-07-01,4392,78.8,79.6,7,-0.4999999999999997,-0.8660254037844387
Tennessee,2001-07-01,8623,74.5,75.5,7,-0.4999999999999997,-0.8660254037844387
Arkansas,2001-07-01,4177,78.8,78.5,7,-0.4999999999999997,-0.8660254037844387
Louisiana,2001-07-01,7147,80.4,80.9,7,-0.4999999999999997,-0.8660254037844387
